2026-05-24 01:18:21 | ERROR | redis_service | ❌ Redis connection failed: Port could not be cast to integer value as '6379"'
Traceback (most recent call last):
  File "C:\Users\sucha\Downloads\portfolio\portfolio\ml-backend\services\redis_service.py", line 53, in connect
    self.redis_client = redis.from_url(
                        ^^^^^^^^^^^^^^^
  File "C:\Users\sucha\Downloads\portfolio\portfolio\ml-backend\venv\Lib\site-packages\redis\asyncio\utils.py", line 16, in from_url
    return Redis.from_url(url, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sucha\Downloads\portfolio\portfolio\ml-backend\venv\Lib\site-packages\redis\asyncio\client.py", line 163, in from_url
    connection_pool = ConnectionPool.from_url(url, **kwargs)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sucha\Downloads\portfolio\portfolio\ml-backend\venv\Lib\site-packages\redis\asyncio\connection.py", line 1006, in from_url
    url_options = parse_url(url)
                  ^^^^^^^^^^^^^^
  File "C:\Users\sucha\Downloads\portfolio\portfolio\ml-backend\venv\Lib\site-packages\redis\asyncio\connection.py", line 924, in parse_url
    if parsed.port:
       ^^^^^^^^^^^
  File "C:\Program Files\Python311\Lib\urllib\parse.py", line 182, in port
    raise ValueError(f"Port could not be cast to integer value as {port!r}")
2026-05-24 02:25:50 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:50 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:50 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:51 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:25:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:25:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:56 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:57 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:26:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:26:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:04 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:04 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:04 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:27:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:28:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:04 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:04 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:04 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:06 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:06 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:06 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:07 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:07 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:07 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:07 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:08 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:08 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:08 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:08 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:10 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:28:10 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:04 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:04 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:04 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:04 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:04 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:05 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:06 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:29:07 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:07 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:07 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:07 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:08 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:08 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:08 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:10 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:10 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:10 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:10 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:11 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:11 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:11 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:12 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:12 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:12 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:13 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:13 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:13 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:13 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:14 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:14 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:14 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:15 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:15 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:16 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:29:16 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:08 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:08 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:08 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:09 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:10 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:11 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:11 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:11 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:30:11 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:11 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:11 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:12 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:12 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:12 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:13 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:13 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:13 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:14 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:14 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:14 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:14 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:15 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:15 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:15 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:30:15 | INFO | redis_service | Published message to 'predictions'
